datetime,year,month,day,hour,random,seasonal,timeSeries
2022-01-03 12:00:00,2022,1,3,12,0.15896958364551972,0.8660254037844388,0.5919822855377391
2022-01-03 13:00:00,2022,1,3,13,0.11037514116430513,0.6072063586819179,0.41397832050526406
2022-01-03 14:00:00,2022,1,3,14,0.6563295894652734,0.366025403784439,0.8393422913574929
2022-01-03 15:00:00,2022,1,3,15,0.1381829513486138,0.15891862259789158,0.2176422626475596
2022-01-03 16:00:00,2022,1,3,16,0.1965823616800535,2.220446049250313e-16,0.1965823616800536
2022-01-03 17:00:00,2022,1,3,17,0.3687251706609641,-0.0999004225046296,0.3187749594086493
2022-01-03 18:00:00,2022,1,3,18,0.8209932298479351,-0.1339745962155613,0.7540059317401544
2022-01-03 19:00:00,2022,1,3,19,0.09710127579306127,-0.09990042250462972,0.04715106454074641
2022-01-03 20:00:00,2022,1,3,20,0.8379449074988039,1.1102230246251565e-16,0.8379449074988039
2022-01-03 21:00:00,2022,1,3,21,0.09609840789396307,0.15891862259789102,0.17555771919290858
2022-01-03 22:00:00,2022,1,3,22,0.9764594650133958,0.36602540378443826,1.159472166905615
2022-01-03 23:00:00,2022,1,3,23,0.4686512016477016,0.6072063586819172,0.7722543809886602
2022-01-04 00:00:00,2022,1,4,0,0.9767610881903371,0.8660254037844387,1.4097737900825564
2022-01-04 01:00:00,2022,1,4,1,0.604845519745046,1.1248444488869596,1.1672677441885257
2022-01-04 02:00:00,2022,1,4,2,0.7392635793983017,1.3660254037844386,1.422276281290521
2022-01-04 03:00:00,2022,1,4,3,0.039187792254320675,1.5731321849709863,0.8257538847398138
2022-01-04 04:00:00,2022,1,4,4,0.2828069625764096,1.7320508075688772,1.1488323663608482
2022-01-04 05:00:00,2022,1,4,5,0.1201965612131689,1.831951230073507,1.0361721762499223
2022-01-04 06:00:00,2022,1,4,6,0.29614019752214493,1.8660254037844388,1.2291528994143643
2022-01-04 07:00:00,2022,1,4,7,0.11872771895424405,1.831951230073507,1.0347033339909975
2022-01-04 08:00:00,2022,1,4,8,0.317983179393976,1.7320508075688774,1.1840085831784148
2022-01-04 09:00:00,2022,1,4,9,0.41426299451466997,1.5731321849709863,1.2008290870001632
2022-01-04 10:00:00,2022,1,4,10,0.06414749634878436,1.3660254037844386,0.7471601982410037
2022-01-04 11:00:00,2022,1,4,11,0.6924721193700198,1.1248444488869598,1.2548943438134996
2022-01-04 12:00:00,2022,1,4,12,0.5666014542065752,0.8660254037844388,0.9996141560987946
2022-01-04 13:00:00,2022,1,4,13,0.2653894909394454,0.6072063586819179,0.5689926702804043
2022-01-04 14:00:00,2022,1,4,14,0.5232480534666997,0.366025403784439,0.7062607553589192
2022-01-04 15:00:00,2022,1,4,15,0.09394051075844168,0.15891862259789158,0.17339982205738746
2022-01-04 16:00:00,2022,1,4,16,0.5759464955561793,2.220446049250313e-16,0.5759464955561794
2022-01-04 17:00:00,2022,1,4,17,0.9292961975762141,-0.0999004225046296,0.8793459863238993
2022-01-04 18:00:00,2022,1,4,18,0.31856895245132366,-0.1339745962155613,0.251581654343543
2022-01-04 19:00:00,2022,1,4,19,0.6674103799636817,-0.09990042250462972,0.6174601687113668
2022-01-04 20:00:00,2022,1,4,20,0.13179786240439217,1.1102230246251565e-16,0.13179786240439223
2022-01-04 21:00:00,2022,1,4,21,0.7163272041185655,0.15891862259789102,0.795786515417511
2022-01-04 22:00:00,2022,1,4,22,0.2894060929472011,0.36602540378443826,0.47241879483942023
2022-01-04 23:00:00,2022,1,4,23,0.18319136200711683,0.6072063586819172,0.4867945413480754
2022-01-05 00:00:00,2022,1,5,0,0.5865129348100832,0.8660254037844387,1.0195256367023025
2022-01-05 01:00:00,2022,1,5,1,0.020107546187493552,1.1248444488869596,0.5825297706309733
2022-01-05 02:00:00,2022,1,5,2,0.8289400292173631,1.3660254037844386,1.5119527311095824
2022-01-05 03:00:00,2022,1,5,3,0.004695476192547066,1.5731321849709863,0.7912615686780402
2022-01-05 04:00:00,2022,1,5,4,0.6778165367962301,1.7320508075688772,1.5438419405806687
2022-01-05 05:00:00,2022,1,5,5,0.27000797319216485,1.831951230073507,1.1859835882289183
2022-01-05 06:00:00,2022,1,5,6,0.7351940221225949,1.8660254037844388,1.6682067240148144
2022-01-05 07:00:00,2022,1,5,7,0.9621885451174382,1.831951230073507,1.8781641601541916
2022-01-05 08:00:00,2022,1,5,8,0.24875314351995803,1.7320508075688774,1.1147785473043967
2022-01-05 09:00:00,2022,1,5,9,0.5761573344178369,1.5731321849709863,1.36272342690333
2022-01-05 10:00:00,2022,1,5,10,0.592041931271839,1.3660254037844386,1.2750546331640584
2022-01-05 11:00:00,2022,1,5,11,0.5722519057908734,1.1248444488869598,1.1346741302343533
2022-01-05 12:00:00,2022,1,5,12,0.2230816326406183,0.8660254037844388,0.6560943345328377
2022-01-05 13:00:00,2022,1,5,13,0.952749011516985,0.6072063586819179,1.2563521908579438
2022-01-05 14:00:00,2022,1,5,14,0.44712537861762736,0.366025403784439,0.6301380805098469
2022-01-05 15:00:00,2022,1,5,15,0.8464086724711278,0.15891862259789158,0.9258679837700736
2022-01-05 16:00:00,2022,1,5,16,0.6994792753175043,2.220446049250313e-16,0.6994792753175044
2022-01-05 17:00:00,2022,1,5,17,0.29743695085513366,-0.0999004225046296,0.24748673960281886
2022-01-05 18:00:00,2022,1,5,18,0.8137978197024772,-0.1339745962155613,0.7468105215946965
2022-01-05 19:00:00,2022,1,5,19,0.39650574084698464,-0.09990042250462972,0.3465555295946698
2022-01-05 20:00:00,2022,1,5,20,0.8811031971111616,1.1102230246251565e-16,0.8811031971111616
2022-01-05 21:00:00,2022,1,5,21,0.5812728726358587,0.15891862259789102,0.6607321839348042
2022-01-05 22:00:00,2022,1,5,22,0.8817353618548528,0.36602540378443826,1.0647480637470719
2022-01-05 23:00:00,2022,1,5,23,0.6925315900777659,0.6072063586819172,0.9961347694187245
2022-01-06 00:00:00,2022,1,6,0,0.7252542798196405,0.8660254037844387,1.1582669817118598
2022-01-06 01:00:00,2022,1,6,1,0.5013243819267023,1.1248444488869596,1.0637466063701821
2022-01-06 02:00:00,2022,1,6,2,0.9560836347232239,1.3660254037844386,1.6390963366154432
2022-01-06 03:00:00,2022,1,6,3,0.6439901992296374,1.5731321849709863,1.4305562917151304
2022-01-06 04:00:00,2022,1,6,4,0.4238550485581797,1.7320508075688772,1.2898804523426182
2022-01-06 05:00:00,2022,1,6,5,0.6063932141279244,1.831951230073507,1.522368829164678
2022-01-06 06:00:00,2022,1,6,6,0.019193198309333526,1.8660254037844388,0.9522059002015529
2022-01-06 07:00:00,2022,1,6,7,0.30157481667454933,1.831951230073507,1.2175504317113028
2022-01-06 08:00:00,2022,1,6,8,0.660173537492685,1.7320508075688774,1.5261989412771237
2022-01-06 09:00:00,2022,1,6,9,0.29007760721044407,1.5731321849709863,1.0766436996959372
2022-01-06 10:00:00,2022,1,6,10,0.6180154289988415,1.3660254037844386,1.3010281308910607
2022-01-06 11:00:00,2022,1,6,11,0.42876870094576613,1.1248444488869598,0.991190925389246
2022-01-06 12:00:00,2022,1,6,12,0.13547406422245023,0.8660254037844388,0.5684867661146696
2022-01-06 13:00:00,2022,1,6,13,0.29828232595603077,0.6072063586819179,0.6018855052969897
2022-01-06 14:00:00,2022,1,6,14,0.5699649107012649,0.366025403784439,0.7529776125934844
2022-01-06 15:00:00,2022,1,6,15,0.5908727612481732,0.15891862259789158,0.670332072547119
2022-01-06 16:00:00,2022,1,6,16,0.5743252488495788,2.220446049250313e-16,0.5743252488495789
2022-01-06 17:00:00,2022,1,6,17,0.6532008198571336,-0.0999004225046296,0.6032506086048188
2022-01-06 18:00:00,2022,1,6,18,0.6521032700016889,-0.1339745962155613,0.5851159718939083
2022-01-06 19:00:00,2022,1,6,19,0.43141843543397396,-0.09990042250462972,0.3814682241816591
2022-01-06 20:00:00,2022,1,6,20,0.896546595851063,1.1102230246251565e-16,0.896546595851063
2022-01-06 21:00:00,2022,1,6,21,0.36756187004789653,0.15891862259789102,0.44702118134684204
2022-01-06 22:00:00,2022,1,6,22,0.4358649252656268,0.36602540378443826,0.618877627157846
2022-01-06 23:00:00,2022,1,6,23,0.8919233550156721,0.6072063586819172,1.1955265343566306
2022-01-07 00:00:00,2022,1,7,0,0.8061939890460857,0.8660254037844387,1.239206690938305
2022-01-07 01:00:00,2022,1,7,1,0.7038885835403663,1.1248444488869596,1.266310807983846
2022-01-07 02:00:00,2022,1,7,2,0.10022688731230112,1.3660254037844386,0.7832395892045204
2022-01-07 03:00:00,2022,1,7,3,0.9194826137446735,1.5731321849709863,1.7060487062301668
2022-01-07 04:00:00,2022,1,7,4,0.7142412995491114,1.7320508075688772,1.58026670333355
2022-01-07 05:00:00,2022,1,7,5,0.9988470065678665,1.831951230073507,1.91482262160462
2022-01-07 06:00:00,2022,1,7,6,0.14944830465799375,1.8660254037844388,1.0824610065502132
2022-01-07 07:00:00,2022,1,7,7,0.8681260573682142,1.831951230073507,1.7841016724049679
2022-01-07 08:00:00,2022,1,7,8,0.16249293467637482,1.7320508075688774,1.0285183384608136
2022-01-07 09:00:00,2022,1,7,9,0.6155595642838442,1.5731321849709863,1.4021256567693374
2022-01-07 10:00:00,2022,1,7,10,0.12381998284944151,1.3660254037844386,0.8068326847416608
2022-01-07 11:00:00,2022,1,7,11,0.8480082293222344,1.1248444488869598,1.4104304537657142
2022-01-07 12:00:00,2022,1,7,12,0.8073189587250107,0.8660254037844388,1.24033166061723
2022-01-07 13:00:00,2022,1,7,13,0.5691007386145933,0.6072063586819179,0.8727039179555522
2022-01-07 14:00:00,2022,1,7,14,0.40718329722599966,0.366025403784439,0.5901959991182192
2022-01-07 15:00:00,2022,1,7,15,0.06916699545513805,0.15891862259789158,0.14862630675408384
2022-01-07 16:00:00,2022,1,7,16,0.6974287731445636,2.220446049250313e-16,0.6974287731445638
2022-01-07 17:00:00,2022,1,7,17,0.45354268267806885,-0.0999004225046296,0.40359247142575405
2022-01-07 18:00:00,2022,1,7,18,0.7220555994703479,-0.1339745962155613,0.6550683013625673
2022-01-07 19:00:00,2022,1,7,19,0.8663823259286292,-0.09990042250462972,0.8164321146763143
2022-01-07 20:00:00,2022,1,7,20,0.9755215050028858,1.1102230246251565e-16,0.9755215050028858
2022-01-07 21:00:00,2022,1,7,21,0.855803342392611,0.15891862259789102,0.9352626536915565
2022-01-07 22:00:00,2022,1,7,22,0.011714084185001972,0.36602540378443826,0.1947267860772211
2022-01-07 23:00:00,2022,1,7,23,0.3599780644783639,0.6072063586819172,0.6635812438193225
2022-01-08 00:00:00,2022,1,8,0,0.729990562424058,0.8660254037844387,1.1630032643162773
2022-01-08 01:00:00,2022,1,8,1,0.17162967726144052,1.1248444488869596,0.7340519017049203
2022-01-08 02:00:00,2022,1,8,2,0.5210366062041293,1.3660254037844386,1.2040493080963486
2022-01-08 03:00:00,2022,1,8,3,0.05433798833925363,1.5731321849709863,0.8409040808247468
2022-01-08 04:00:00,2022,1,8,4,0.19999652489640007,1.7320508075688772,1.0660219286808386
2022-01-08 05:00:00,2022,1,8,5,0.01852179446061397,1.831951230073507,0.9344974094973675
2022-01-08 06:00:00,2022,1,8,6,0.7936977033574206,1.8660254037844388,1.72671040524964
2022-01-08 07:00:00,2022,1,8,7,0.22392468806038013,1.831951230073507,1.1399003030971335
2022-01-08 08:00:00,2022,1,8,8,0.3453516806969027,1.7320508075688774,1.2113770844813414
2022-01-08 09:00:00,2022,1,8,9,0.9280812934655909,1.5731321849709863,1.714647385951084
2022-01-08 10:00:00,2022,1,8,10,0.7044144019235328,1.3660254037844386,1.3874271038157522
2022-01-08 11:00:00,2022,1,8,11,0.03183892953130785,1.1248444488869598,0.5942611539747877
2022-01-08 12:00:00,2022,1,8,12,0.16469415649791275,0.8660254037844388,0.5977068583901322
2022-01-08 13:00:00,2022,1,8,13,0.6214784014997635,0.6072063586819179,0.9250815808407225
2022-01-08 14:00:00,2022,1,8,14,0.5772285886041676,0.366025403784439,0.7602412904963871
2022-01-08 15:00:00,2022,1,8,15,0.23789282137450862,0.15891862259789158,0.3173521326734544
2022-01-08 16:00:00,2022,1,8,16,0.9342139979247938,2.220446049250313e-16,0.9342139979247939
2022-01-08 17:00:00,2022,1,8,17,0.613965955965896,-0.0999004225046296,0.5640157447135812
2022-01-08 18:00:00,2022,1,8,18,0.5356328030249583,-0.1339745962155613,0.46864550491717766
2022-01-08 19:00:00,2022,1,8,19,0.589909976354571,-0.09990042250462972,0.5399597651022561
2022-01-08 20:00:00,2022,1,8,20,0.7301220295167696,1.1102230246251565e-16,0.7301220295167696
2022-01-08 21:00:00,2022,1,8,21,0.31194499547960186,0.15891862259789102,0.3914043067785474
2022-01-08 22:00:00,2022,1,8,22,0.3982210622160919,0.36602540378443826,0.581233764108311
2022-01-08 23:00:00,2022,1,8,23,0.20984374897512215,0.6072063586819172,0.5134469283160807
2022-01-09 00:00:00,2022,1,9,0,0.18619300588033616,0.8660254037844387,0.6192057077725555
2022-01-09 01:00:00,2022,1,9,1,0.9443723899839336,1.1248444488869596,1.5067946144274134
2022-01-09 02:00:00,2022,1,9,2,0.7395507950492876,1.3660254037844386,1.4225634969415069
2022-01-09 03:00:00,2022,1,9,3,0.4904588086175671,1.5731321849709863,1.27702490110306
2022-01-09 04:00:00,2022,1,9,4,0.22741462797332324,1.7320508075688772,1.093440031757762
2022-01-09 05:00:00,2022,1,9,5,0.25435648177039294,1.831951230073507,1.1703320968071464
2022-01-09 06:00:00,2022,1,9,6,0.05802916032387562,1.8660254037844388,0.991041862216095
2022-01-09 07:00:00,2022,1,9,7,0.4344166255581208,1.831951230073507,1.3503922405948743
2022-01-09 08:00:00,2022,1,9,8,0.3117958819941026,1.7320508075688774,1.1778212857785413
2022-01-09 09:00:00,2022,1,9,9,0.6963434888154595,1.5731321849709863,1.4829095813009525
2022-01-09 10:00:00,2022,1,9,10,0.3777518392924809,1.3660254037844386,1.0607645411847002
2022-01-09 11:00:00,2022,1,9,11,0.1796036775596348,1.1248444488869598,0.7420259020031147
2022-01-09 12:00:00,2022,1,9,12,0.02467872839133123,0.8660254037844388,0.45769143028355064
2022-01-09 13:00:00,2022,1,9,13,0.06724963146324858,0.6072063586819179,0.3708528108042075
2022-01-09 14:00:00,2022,1,9,14,0.6793927734985673,0.366025403784439,0.8624054753907868
2022-01-09 15:00:00,2022,1,9,15,0.4536968445560453,0.15891862259789158,0.5331561558549911
2022-01-09 16:00:00,2022,1,9,16,0.5365792111087222,2.220446049250313e-16,0.5365792111087223
2022-01-09 17:00:00,2022,1,9,17,0.8966712930403421,-0.0999004225046296,0.8467210817880273
2022-01-09 18:00:00,2022,1,9,18,0.9903389473967044,-0.1339745962155613,0.9233516492889238
2022-01-09 19:00:00,2022,1,9,19,0.21689698439847394,-0.09990042250462972,0.16694677314615908
2022-01-09 20:00:00,2022,1,9,20,0.6630782031001008,1.1102230246251565e-16,0.6630782031001008
2022-01-09 21:00:00,2022,1,9,21,0.26332237673715064,0.15891862259789102,0.34278168803609615
2022-01-09 22:00:00,2022,1,9,22,0.02065099946572868,0.36602540378443826,0.2036637013579478
2022-01-09 23:00:00,2022,1,9,23,0.7583786538361414,0.6072063586819172,1.0619818331771
2022-01-10 00:00:00,2022,1,10,0,0.32001715082246784,0.8660254037844387,0.7530298527146873
2022-01-10 01:00:00,2022,1,10,1,0.38346389417189797,1.1248444488869596,0.9458861186153777
2022-01-10 02:00:00,2022,1,10,2,0.5883171135536057,1.3660254037844386,1.271329815445825
2022-01-10 03:00:00,2022,1,10,3,0.8310484552361904,1.5731321849709863,1.6176145477216837
2022-01-10 04:00:00,2022,1,10,4,0.6289818435911487,1.7320508075688772,1.4950072473755873
2022-01-10 05:00:00,2022,1,10,5,0.8726506554473953,1.831951230073507,1.7886262704841487
2022-01-10 06:00:00,2022,1,10,6,0.27354203481563577,1.8660254037844388,1.2065547367078553
2022-01-10 07:00:00,2022,1,10,7,0.7980468339125637,1.831951230073507,1.7140224489493172
2022-01-10 08:00:00,2022,1,10,8,0.1856359443059522,1.7320508075688774,1.051661348090391
2022-01-10 09:00:00,2022,1,10,9,0.9527916569719446,1.5731321849709863,1.7393577494574377
2022-01-10 10:00:00,2022,1,10,10,0.6874882763878153,1.3660254037844386,1.3705009782800346
2022-01-10 11:00:00,2022,1,10,11,0.21550767711355845,1.1248444488869598,0.7779299015570383
2022-01-10 12:00:00,2022,1,10,12,0.9473705904889242,0.8660254037844388,1.3803832923811437
2022-01-10 13:00:00,2022,1,10,13,0.7308558067701578,0.6072063586819179,1.0344589861111166
2022-01-10 14:00:00,2022,1,10,14,0.25394164259502583,0.366025403784439,0.43695434448724535
2022-01-10 15:00:00,2022,1,10,15,0.21331197736748198,0.15891862259789158,0.29277128866642776
2022-01-10 16:00:00,2022,1,10,16,0.5182007139306632,2.220446049250313e-16,0.5182007139306634
2022-01-10 17:00:00,2022,1,10,17,0.025662718054531575,-0.0999004225046296,-0.024287493197783228
2022-01-10 18:00:00,2022,1,10,18,0.2074700754411094,-0.1339745962155613,0.14048277733332876
2022-01-10 19:00:00,2022,1,10,19,0.42468546875150626,-0.09990042250462972,0.3747352574991914
2022-01-10 20:00:00,2022,1,10,20,0.37416998033422555,1.1102230246251565e-16,0.3741699803342256
2022-01-10 21:00:00,2022,1,10,21,0.4635754243648107,0.15891862259789102,0.5430347356637562
2022-01-10 22:00:00,2022,1,10,22,0.2776287062947319,0.36602540378443826,0.46064140818695104
2022-01-10 23:00:00,2022,1,10,23,0.5867843464581688,0.6072063586819172,0.8903875257991274
2022-01-11 00:00:00,2022,1,11,0,0.8638556059232314,0.8660254037844387,1.2968683078154508
2022-01-11 01:00:00,2022,1,11,1,0.11753185596203308,1.1248444488869596,0.6799540804055129
2022-01-11 02:00:00,2022,1,11,2,0.5173791071541142,1.3660254037844386,1.2003918090463335
2022-01-11 03:00:00,2022,1,11,3,0.1320681063451533,1.5731321849709863,0.9186341988306465
2022-01-11 04:00:00,2022,1,11,4,0.7168596811925937,1.7320508075688772,1.5828850849770322
2022-01-11 05:00:00,2022,1,11,5,0.39605970280729375,1.831951230073507,1.3120353178440474
2022-01-11 06:00:00,2022,1,11,6,0.565421311858509,1.8660254037844388,1.4984340137507284
2022-01-11 07:00:00,2022,1,11,7,0.18327983621407862,1.831951230073507,1.0992554512508321
2022-01-11 08:00:00,2022,1,11,8,0.14484775934337724,1.7320508075688774,1.0108731631278158
2022-01-11 09:00:00,2022,1,11,9,0.48805628064895457,1.5731321849709863,1.2746223731344477
2022-01-11 10:00:00,2022,1,11,10,0.3556127378499556,1.3660254037844386,1.0386254397421748
2022-01-11 11:00:00,2022,1,11,11,0.940431945252813,1.1248444488869598,1.502854169696293
2022-01-11 12:00:00,2022,1,11,12,0.7653252538069653,0.8660254037844388,1.1983379556991847
2022-01-11 13:00:00,2022,1,11,13,0.7486636198505473,0.6072063586819179,1.0522667991915062
2022-01-11 14:00:00,2022,1,11,14,0.9037197397459334,0.366025403784439,1.086732441638153
2022-01-11 15:00:00,2022,1,11,15,0.08342243544201855,0.15891862259789158,0.16288174674096434
2022-01-11 16:00:00,2022,1,11,16,0.5521924699224066,2.220446049250313e-16,0.5521924699224067
2022-01-11 17:00:00,2022,1,11,17,0.5844760689557689,-0.0999004225046296,0.5345258577034541
2022-01-11 18:00:00,2022,1,11,18,0.961936378547229,-0.1339745962155613,0.8949490804394484
2022-01-11 19:00:00,2022,1,11,19,0.29214752679254885,-0.09990042250462972,0.242197315540234
2022-01-11 20:00:00,2022,1,11,20,0.24082877991544682,1.1102230246251565e-16,0.24082877991544688
2022-01-11 21:00:00,2022,1,11,21,0.10029394226549782,0.15891862259789102,0.17975325356444333
2022-01-11 22:00:00,2022,1,11,22,0.016429629591474204,0.36602540378443826,0.19944233148369334
2022-01-11 23:00:00,2022,1,11,23,0.9295293167921905,0.6072063586819172,1.2331324961331491
2022-01-12 00:00:00,2022,1,12,0,0.66991654659091,0.8660254037844387,1.1029292484831295
2022-01-12 01:00:00,2022,1,12,1,0.7851529120231378,1.1248444488869596,1.3475751364666175
2022-01-12 02:00:00,2022,1,12,2,0.2817301057539491,1.3660254037844386,0.9647428076461684
2022-01-12 03:00:00,2022,1,12,3,0.5864101661863267,1.5731321849709863,1.37297625867182
2022-01-12 04:00:00,2022,1,12,4,0.06395526612098112,1.7320508075688772,0.9299806699054197
2022-01-12 05:00:00,2022,1,12,5,0.4856275959346229,1.831951230073507,1.4016032109713765
2022-01-12 06:00:00,2022,1,12,6,0.9774951397444468,1.8660254037844388,1.910507841636666
2022-01-12 07:00:00,2022,1,12,7,0.8765052453165908,1.831951230073507,1.7924808603533444
2022-01-12 08:00:00,2022,1,12,8,0.33815895183684563,1.7320508075688774,1.2041843556212843
2022-01-12 09:00:00,2022,1,12,9,0.9615701545414985,1.5731321849709863,1.7481362470269917
2022-01-12 10:00:00,2022,1,12,10,0.2317016264712045,1.3660254037844386,0.9147143283634238
2022-01-12 11:00:00,2022,1,12,11,0.9493188224156814,1.1248444488869598,1.5117410468591612
2022-01-12 12:00:00,2022,1,12,12,0.9413777047064986,0.8660254037844388,1.374390406598718
2022-01-12 13:00:00,2022,1,12,13,0.7992025873523917,0.6072063586819179,1.1028057666933506
2022-01-12 14:00:00,2022,1,12,14,0.6304479368667911,0.366025403784439,0.8134606387590106
2022-01-12 15:00:00,2022,1,12,15,0.874287966624947,0.15891862259789158,0.9537472779238928
2022-01-12 16:00:00,2022,1,12,16,0.2930202845077967,2.220446049250313e-16,0.2930202845077968
2022-01-12 17:00:00,2022,1,12,17,0.8489435553129182,-0.0999004225046296,0.7989933440606034
2022-01-12 18:00:00,2022,1,12,18,0.6178766919175238,-0.1339745962155613,0.5508893938097432
2022-01-12 19:00:00,2022,1,12,19,0.01323685775889949,-0.09990042250462972,-0.03671335349341537
